,question,answer,image_path
2210,is no triangle present?,yes,./data/train/images/224.png
2211,is there a red shape in the image?,no,./data/train/images/224.png
2212,does the image not contain a blue shape?,yes,./data/train/images/224.png
2213,is no blue shape present?,yes,./data/train/images/224.png
2214,is there a yellow shape?,no,./data/train/images/224.png
2215,is there not a teal shape in the image?,no,./data/train/images/224.png
2216,does the image not contain a teal shape?,no,./data/train/images/224.png
2217,is there not a brown shape in the image?,yes,./data/train/images/224.png
2218,is no brown shape present?,yes,./data/train/images/224.png
2219,what shape does the image contain?,triangle,./data/train/images/225.png
2220,what is the green shape?,triangle,./data/train/images/225.png
2221,what color is the triangle?,green,./data/train/images/225.png
2222,does the image contain a circle?,no,./data/train/images/225.png
2223,is no triangle present?,no,./data/train/images/225.png
2224,is there not a red shape?,yes,./data/train/images/225.png
2225,is there a teal shape in the image?,no,./data/train/images/225.png
2226,what shape is present?,rectangle,./data/train/images/226.png
2227,is there a rectangle in the image?,yes,./data/train/images/226.png
2228,does the image contain a circle?,no,./data/train/images/226.png
2229,is there a triangle?,no,./data/train/images/226.png
2230,is no triangle present?,yes,./data/train/images/226.png
2231,is there a green shape?,no,./data/train/images/226.png
2232,is there not a blue shape?,yes,./data/train/images/226.png
2233,is a yellow shape present?,no,./data/train/images/226.png
2234,is a teal shape present?,no,./data/train/images/226.png
2235,is there not a brown shape?,yes,./data/train/images/226.png
2236,what color is the triangle?,yellow,./data/train/images/227.png
2237,does the image contain a triangle?,yes,./data/train/images/227.png
2238,is a red shape present?,no,./data/train/images/227.png
2239,is a brown shape present?,no,./data/train/images/227.png
2240,what is the brown shape?,rectangle,./data/train/images/228.png
2241,what color is the rectangle?,brown,./data/train/images/228.png
2242,what is the color of the rectangle?,brown,./data/train/images/228.png
2243,what is the color of the shape?,brown,./data/train/images/228.png
2244,is a circle present?,no,./data/train/images/228.png
2245,is there a triangle in the image?,no,./data/train/images/228.png
2246,is there not a black shape?,yes,./data/train/images/228.png
2247,is no black shape present?,yes,./data/train/images/228.png
2248,does the image not contain a gray shape?,yes,./data/train/images/228.png
2249,does the image contain a green shape?,no,./data/train/images/228.png
2250,does the image contain a blue shape?,no,./data/train/images/228.png
2251,is a teal shape present?,no,./data/train/images/228.png
2252,what shape is present?,circle,./data/train/images/229.png
2253,what color is the shape?,blue,./data/train/images/229.png
2254,what is the color of the shape?,blue,./data/train/images/229.png
2255,is there a rectangle in the image?,no,./data/train/images/229.png
2256,does the image not contain a circle?,no,./data/train/images/229.png
2257,does the image contain a gray shape?,no,./data/train/images/229.png
2258,is there not a green shape in the image?,yes,./data/train/images/229.png
2259,does the image not contain a green shape?,yes,./data/train/images/229.png
2260,is there not a blue shape in the image?,no,./data/train/images/229.png
2261,is a yellow shape present?,no,./data/train/images/229.png
2262,does the image not contain a yellow shape?,yes,./data/train/images/229.png
2263,what shape does the image contain?,rectangle,./data/train/images/230.png
2264,what is the color of the rectangle?,green,./data/train/images/230.png
2265,what color is the shape?,green,./data/train/images/230.png
2266,is there a triangle?,no,./data/train/images/230.png
2267,is a triangle present?,no,./data/train/images/230.png
2268,is there a black shape in the image?,no,./data/train/images/230.png
2269,is a black shape present?,no,./data/train/images/230.png
2270,is there not a blue shape?,yes,./data/train/images/230.png
2271,what shape does the image contain?,rectangle,./data/train/images/231.png
2272,what color is the shape?,red,./data/train/images/231.png
2273,is a rectangle present?,yes,./data/train/images/231.png
2274,is there not a triangle in the image?,yes,./data/train/images/231.png
2275,does the image not contain a triangle?,yes,./data/train/images/231.png
2276,is there not a red shape?,no,./data/train/images/231.png
2277,is there a yellow shape in the image?,no,./data/train/images/231.png
2278,is there not a yellow shape in the image?,yes,./data/train/images/231.png
2279,what color is the rectangle?,black,./data/train/images/232.png
2280,is there a circle in the image?,no,./data/train/images/232.png
2281,does the image not contain a circle?,yes,./data/train/images/232.png
2282,is there a triangle?,no,./data/train/images/232.png
2283,is there a triangle in the image?,no,./data/train/images/232.png
2284,does the image not contain a triangle?,yes,./data/train/images/232.png
2285,is there a black shape in the image?,yes,./data/train/images/232.png
2286,is a gray shape present?,no,./data/train/images/232.png
2287,is there not a gray shape?,yes,./data/train/images/232.png
2288,is a red shape present?,no,./data/train/images/232.png
2289,does the image not contain a blue shape?,yes,./data/train/images/232.png
2290,is there not a brown shape?,yes,./data/train/images/232.png
2291,what shape is in the image?,rectangle,./data/train/images/233.png
2292,is a rectangle present?,yes,./data/train/images/233.png
2293,is no rectangle present?,no,./data/train/images/233.png
2294,does the image contain a triangle?,no,./data/train/images/233.png
2295,is there not a green shape?,yes,./data/train/images/233.png
2296,is there a brown shape?,yes,./data/train/images/233.png
2297,is a brown shape present?,yes,./data/train/images/233.png
2298,what shape is in the image?,rectangle,./data/train/images/234.png
2299,what color is the rectangle?,yellow,./data/train/images/234.png
2300,what color is the shape?,yellow,./data/train/images/234.png
2301,what is the color of the shape?,yellow,./data/train/images/234.png
2302,does the image contain a circle?,no,./data/train/images/234.png
2303,is no gray shape present?,yes,./data/train/images/234.png
2304,does the image contain a blue shape?,no,./data/train/images/234.png
2305,is a blue shape present?,no,./data/train/images/234.png
2306,does the image contain a teal shape?,no,./data/train/images/234.png
2307,what shape is in the image?,rectangle,./data/train/images/235.png
2308,what is the green shape?,rectangle,./data/train/images/235.png
2309,what color is the rectangle?,green,./data/train/images/235.png
2310,is no green shape present?,no,./data/train/images/235.png
2311,is a teal shape present?,no,./data/train/images/235.png
2312,is no brown shape present?,yes,./data/train/images/235.png
2313,what shape is in the image?,triangle,./data/train/images/236.png
2314,what shape is present?,triangle,./data/train/images/236.png
2315,what shape does the image contain?,triangle,./data/train/images/236.png
2316,what is the red shape?,triangle,./data/train/images/236.png
2317,what color is the triangle?,red,./data/train/images/236.png
2318,what color is the shape?,red,./data/train/images/236.png
2319,is there not a rectangle in the image?,yes,./data/train/images/236.png
2320,is there a circle?,no,./data/train/images/236.png
2321,does the image contain a triangle?,yes,./data/train/images/236.png
2322,does the image not contain a triangle?,no,./data/train/images/236.png
2323,is there a black shape in the image?,no,./data/train/images/236.png
2324,is there not a red shape?,no,./data/train/images/236.png
2325,is a green shape present?,no,./data/train/images/236.png
2326,is there a brown shape?,no,./data/train/images/236.png
2327,is there not a brown shape in the image?,yes,./data/train/images/236.png
2328,what color is the rectangle?,green,./data/train/images/237.png
2329,what is the color of the rectangle?,green,./data/train/images/237.png
2330,is there not a gray shape in the image?,yes,./data/train/images/237.png
2331,is there a green shape in the image?,yes,./data/train/images/237.png
2332,does the image contain a green shape?,yes,./data/train/images/237.png
2333,is a green shape present?,yes,./data/train/images/237.png
2334,is there not a brown shape?,yes,./data/train/images/237.png
2335,what shape is in the image?,triangle,./data/train/images/238.png
2336,what shape is present?,triangle,./data/train/images/238.png
2337,what shape does the image contain?,triangle,./data/train/images/238.png
2338,what is the blue shape?,triangle,./data/train/images/238.png
2339,what color is the triangle?,blue,./data/train/images/238.png
2340,what color is the shape?,blue,./data/train/images/238.png
2341,is there a red shape?,no,./data/train/images/238.png
2342,is no blue shape present?,no,./data/train/images/238.png
2343,does the image contain a yellow shape?,no,./data/train/images/238.png
2344,is there a brown shape?,no,./data/train/images/238.png
2345,what shape is in the image?,circle,./data/train/images/239.png
2346,what shape is present?,circle,./data/train/images/239.png
2347,is there not a gray shape?,yes,./data/train/images/239.png
2348,does the image not contain a gray shape?,yes,./data/train/images/239.png
2349,is no red shape present?,yes,./data/train/images/239.png
2350,does the image contain a green shape?,yes,./data/train/images/239.png
2351,is no teal shape present?,yes,./data/train/images/239.png
2352,what is the teal shape?,triangle,./data/train/images/240.png
2353,is there a rectangle?,no,./data/train/images/240.png
2354,is there a circle?,no,./data/train/images/240.png
2355,is there a triangle in the image?,yes,./data/train/images/240.png
2356,does the image contain a triangle?,yes,./data/train/images/240.png
2357,is there a green shape in the image?,no,./data/train/images/240.png
2358,is there a blue shape?,no,./data/train/images/240.png
2359,is no yellow shape present?,yes,./data/train/images/240.png
2360,is there not a teal shape?,no,./data/train/images/240.png
2361,what shape is in the image?,triangle,./data/train/images/241.png
2362,what is the color of the triangle?,brown,./data/train/images/241.png
2363,what color is the shape?,brown,./data/train/images/241.png
2364,what is the color of the shape?,brown,./data/train/images/241.png
2365,is there a rectangle?,no,./data/train/images/241.png
2366,does the image not contain a gray shape?,yes,./data/train/images/241.png
2367,is there a red shape?,no,./data/train/images/241.png
2368,is there a green shape in the image?,no,./data/train/images/241.png
2369,is no green shape present?,yes,./data/train/images/241.png
2370,is there a blue shape in the image?,no,./data/train/images/241.png
2371,is there a brown shape?,yes,./data/train/images/241.png
2372,what shape is present?,rectangle,./data/train/images/242.png
2373,what is the green shape?,rectangle,./data/train/images/242.png
2374,is a circle present?,no,./data/train/images/242.png
2375,is a gray shape present?,no,./data/train/images/242.png
2376,does the image not contain a gray shape?,yes,./data/train/images/242.png
2377,is there not a red shape?,yes,./data/train/images/242.png
2378,is no green shape present?,no,./data/train/images/242.png
2379,does the image contain a blue shape?,no,./data/train/images/242.png
2380,is no blue shape present?,yes,./data/train/images/242.png
2381,is there not a yellow shape?,yes,./data/train/images/242.png
2382,is there a teal shape?,no,./data/train/images/242.png
2383,is there a brown shape in the image?,no,./data/train/images/242.png
2384,what shape is in the image?,circle,./data/train/images/243.png
2385,what shape does the image contain?,circle,./data/train/images/243.png
2386,what is the yellow shape?,circle,./data/train/images/243.png
2387,what color is the circle?,yellow,./data/train/images/243.png
2388,what is the color of the circle?,yellow,./data/train/images/243.png
2389,is there not a triangle?,yes,./data/train/images/243.png
2390,is there a black shape in the image?,no,./data/train/images/243.png
2391,is there not a black shape in the image?,yes,./data/train/images/243.png
2392,is there a gray shape in the image?,no,./data/train/images/243.png
2393,does the image not contain a gray shape?,yes,./data/train/images/243.png
2394,is there a teal shape in the image?,no,./data/train/images/243.png
2395,is there not a teal shape in the image?,yes,./data/train/images/243.png
2396,what shape is in the image?,triangle,./data/train/images/244.png
2397,what is the brown shape?,triangle,./data/train/images/244.png
2398,what is the color of the triangle?,brown,./data/train/images/244.png
2399,what color is the shape?,brown,./data/train/images/244.png
2400,does the image not contain a circle?,yes,./data/train/images/244.png
2401,does the image not contain a red shape?,yes,./data/train/images/244.png
2402,is there a green shape?,no,./data/train/images/244.png
2403,is there a yellow shape?,no,./data/train/images/244.png
2404,is there not a yellow shape?,yes,./data/train/images/244.png
2405,is there not a yellow shape in the image?,yes,./data/train/images/244.png
2406,does the image not contain a yellow shape?,yes,./data/train/images/244.png
2407,is there a brown shape?,yes,./data/train/images/244.png
2408,is a brown shape present?,yes,./data/train/images/244.png
2409,what shape is present?,rectangle,./data/train/images/245.png
2410,what shape does the image contain?,rectangle,./data/train/images/245.png
2411,what is the black shape?,rectangle,./data/train/images/245.png
2412,what color is the shape?,black,./data/train/images/245.png
2413,is no circle present?,yes,./data/train/images/245.png
2414,is there not a yellow shape in the image?,yes,./data/train/images/245.png
2415,is no yellow shape present?,yes,./data/train/images/245.png
2416,is there not a teal shape?,yes,./data/train/images/245.png
2417,is there a brown shape?,no,./data/train/images/245.png
2418,what is the red shape?,rectangle,./data/train/images/246.png
2419,what color is the shape?,red,./data/train/images/246.png
2420,is there not a circle?,yes,./data/train/images/246.png
2421,is a triangle present?,no,./data/train/images/246.png
2422,is there a gray shape in the image?,no,./data/train/images/246.png
2423,is a yellow shape present?,no,./data/train/images/246.png
2424,is there not a yellow shape in the image?,yes,./data/train/images/246.png
2425,is there a teal shape in the image?,no,./data/train/images/246.png
2426,is there not a teal shape in the image?,yes,./data/train/images/246.png
2427,is there not a brown shape in the image?,yes,./data/train/images/246.png
2428,does the image not contain a brown shape?,yes,./data/train/images/246.png
2429,what shape is present?,triangle,./data/train/images/247.png
2430,is there a circle?,no,./data/train/images/247.png
2431,does the image not contain a black shape?,yes,./data/train/images/247.png
2432,is there not a gray shape?,no,./data/train/images/247.png
2433,does the image not contain a gray shape?,no,./data/train/images/247.png
2434,is there a red shape in the image?,no,./data/train/images/247.png
2435,is there not a red shape in the image?,yes,./data/train/images/247.png
2436,is there not a blue shape in the image?,yes,./data/train/images/247.png
2437,is no yellow shape present?,yes,./data/train/images/247.png
2438,is there not a brown shape?,yes,./data/train/images/247.png
2439,what shape is in the image?,triangle,./data/train/images/248.png
2440,is there not a rectangle in the image?,yes,./data/train/images/248.png
2441,does the image not contain a red shape?,yes,./data/train/images/248.png
2442,is no red shape present?,yes,./data/train/images/248.png
2443,is a green shape present?,no,./data/train/images/248.png
2444,is there a yellow shape?,no,./data/train/images/248.png
2445,does the image contain a teal shape?,no,./data/train/images/248.png
2446,is there not a teal shape?,yes,./data/train/images/248.png
2447,what is the green shape?,circle,./data/train/images/249.png
2448,is there a circle?,yes,./data/train/images/249.png
2449,is there not a circle?,no,./data/train/images/249.png
2450,is no black shape present?,yes,./data/train/images/249.png
2451,is there a gray shape in the image?,no,./data/train/images/249.png
2452,is no gray shape present?,yes,./data/train/images/249.png
2453,is there not a green shape in the image?,no,./data/train/images/249.png
2454,does the image not contain a yellow shape?,yes,./data/train/images/249.png
2455,does the image contain a teal shape?,no,./data/train/images/249.png
2456,what shape is present?,rectangle,./data/train/images/250.png
2457,what color is the rectangle?,blue,./data/train/images/250.png
2458,what is the color of the rectangle?,blue,./data/train/images/250.png
2459,what color is the shape?,blue,./data/train/images/250.png
2460,does the image not contain a rectangle?,no,./data/train/images/250.png
2461,is no rectangle present?,no,./data/train/images/250.png
2462,does the image contain a triangle?,no,./data/train/images/250.png
2463,is there not a triangle?,yes,./data/train/images/250.png
2464,is there not a gray shape in the image?,yes,./data/train/images/250.png
2465,is a red shape present?,no,./data/train/images/250.png
2466,is there not a red shape?,yes,./data/train/images/250.png
2467,is no yellow shape present?,yes,./data/train/images/250.png
2468,is a teal shape present?,no,./data/train/images/250.png
2469,what shape is present?,rectangle,./data/train/images/251.png
2470,what shape does the image contain?,rectangle,./data/train/images/251.png
2471,is a rectangle present?,yes,./data/train/images/251.png
2472,is there not a rectangle?,no,./data/train/images/251.png
2473,is a circle present?,no,./data/train/images/251.png
2474,does the image not contain a black shape?,yes,./data/train/images/251.png
2475,is there not a gray shape in the image?,yes,./data/train/images/251.png
2476,is there a blue shape in the image?,no,./data/train/images/251.png
2477,is a teal shape present?,yes,./data/train/images/251.png
2478,what shape is present?,circle,./data/train/images/252.png
2479,what color is the circle?,blue,./data/train/images/252.png
2480,is no circle present?,no,./data/train/images/252.png
2481,is there a black shape?,no,./data/train/images/252.png
2482,is there a red shape?,no,./data/train/images/252.png
2483,does the image contain a green shape?,no,./data/train/images/252.png
2484,is there not a green shape?,yes,./data/train/images/252.png
2485,does the image contain a blue shape?,yes,./data/train/images/252.png
2486,is there not a blue shape in the image?,no,./data/train/images/252.png
2487,is a yellow shape present?,no,./data/train/images/252.png
2488,what shape is in the image?,circle,./data/train/images/253.png
2489,what shape is present?,circle,./data/train/images/253.png
2490,what shape does the image contain?,circle,./data/train/images/253.png
2491,what is the color of the circle?,red,./data/train/images/253.png
2492,what color is the shape?,red,./data/train/images/253.png
2493,what is the color of the shape?,red,./data/train/images/253.png
2494,is there not a triangle in the image?,yes,./data/train/images/253.png
2495,is no triangle present?,yes,./data/train/images/253.png
2496,does the image contain a red shape?,yes,./data/train/images/253.png
2497,is there a blue shape?,no,./data/train/images/253.png
2498,is a teal shape present?,no,./data/train/images/253.png
2499,what shape is in the image?,circle,./data/train/images/254.png
2500,is there not a circle?,no,./data/train/images/254.png
2501,is no red shape present?,no,./data/train/images/254.png
2502,is there a brown shape in the image?,no,./data/train/images/254.png
2503,what is the color of the rectangle?,blue,./data/train/images/255.png
2504,what color is the shape?,blue,./data/train/images/255.png
2505,is a circle present?,no,./data/train/images/255.png
2506,is there not a red shape in the image?,yes,./data/train/images/255.png
2507,is there a teal shape in the image?,no,./data/train/images/255.png
2508,is there not a brown shape in the image?,yes,./data/train/images/255.png
2509,does the image not contain a brown shape?,yes,./data/train/images/255.png
2510,what shape is present?,triangle,./data/train/images/256.png
2511,what is the color of the shape?,blue,./data/train/images/256.png
2512,is a black shape present?,no,./data/train/images/256.png
2513,is there not a red shape?,yes,./data/train/images/256.png
2514,does the image contain a yellow shape?,no,./data/train/images/256.png
2515,is a yellow shape present?,no,./data/train/images/256.png
2516,does the image not contain a yellow shape?,yes,./data/train/images/256.png
2517,is there a teal shape?,no,./data/train/images/256.png
2518,what shape is in the image?,triangle,./data/train/images/257.png
2519,what shape is present?,triangle,./data/train/images/257.png
2520,what is the brown shape?,triangle,./data/train/images/257.png
2521,what is the color of the triangle?,brown,./data/train/images/257.png
2522,does the image not contain a rectangle?,yes,./data/train/images/257.png
2523,is there a circle in the image?,no,./data/train/images/257.png
2524,is there not a circle?,yes,./data/train/images/257.png
2525,does the image not contain a triangle?,no,./data/train/images/257.png
2526,is there a black shape?,no,./data/train/images/257.png
2527,is there not a black shape?,yes,./data/train/images/257.png
2528,is no black shape present?,yes,./data/train/images/257.png
2529,is there not a red shape in the image?,yes,./data/train/images/257.png
2530,does the image not contain a red shape?,yes,./data/train/images/257.png
2531,is there a yellow shape?,no,./data/train/images/257.png
2532,does the image contain a teal shape?,no,./data/train/images/257.png
2533,what shape is present?,triangle,./data/train/images/258.png
2534,what color is the shape?,green,./data/train/images/258.png
2535,what is the color of the shape?,green,./data/train/images/258.png
2536,does the image contain a red shape?,no,./data/train/images/258.png
2537,is there a green shape?,yes,./data/train/images/258.png
2538,is there a blue shape in the image?,no,./data/train/images/258.png
2539,is there not a yellow shape?,yes,./data/train/images/258.png
2540,what shape is present?,triangle,./data/train/images/259.png
2541,what shape does the image contain?,triangle,./data/train/images/259.png
2542,what is the yellow shape?,triangle,./data/train/images/259.png
2543,what color is the triangle?,yellow,./data/train/images/259.png
2544,is there a circle?,no,./data/train/images/259.png
2545,does the image contain a triangle?,yes,./data/train/images/259.png
2546,is there a gray shape?,no,./data/train/images/259.png
2547,is there not a red shape in the image?,yes,./data/train/images/259.png
2548,is there a green shape?,no,./data/train/images/259.png
2549,does the image not contain a blue shape?,yes,./data/train/images/259.png
2550,is a yellow shape present?,yes,./data/train/images/259.png
2551,is there not a yellow shape?,no,./data/train/images/259.png
2552,is there not a teal shape?,yes,./data/train/images/259.png
2553,what shape is present?,triangle,./data/train/images/260.png
2554,what color is the triangle?,brown,./data/train/images/260.png
2555,is a triangle present?,yes,./data/train/images/260.png
2556,is there a red shape in the image?,no,./data/train/images/260.png
2557,is no red shape present?,yes,./data/train/images/260.png
2558,is a blue shape present?,no,./data/train/images/260.png
2559,is there a teal shape in the image?,no,./data/train/images/260.png
2560,does the image contain a brown shape?,yes,./data/train/images/260.png
2561,what shape is in the image?,rectangle,./data/train/images/261.png
2562,what shape is present?,rectangle,./data/train/images/261.png
2563,what is the color of the rectangle?,yellow,./data/train/images/261.png
2564,what color is the shape?,yellow,./data/train/images/261.png
2565,what is the color of the shape?,yellow,./data/train/images/261.png
2566,is a rectangle present?,yes,./data/train/images/261.png
2567,does the image not contain a circle?,yes,./data/train/images/261.png
2568,is a red shape present?,no,./data/train/images/261.png
2569,is no red shape present?,yes,./data/train/images/261.png
2570,does the image contain a blue shape?,no,./data/train/images/261.png
2571,does the image contain a teal shape?,no,./data/train/images/261.png
2572,what color is the triangle?,yellow,./data/train/images/262.png
2573,does the image contain a black shape?,no,./data/train/images/262.png
2574,is there a teal shape?,no,./data/train/images/262.png
2575,is no teal shape present?,yes,./data/train/images/262.png
2576,is there not a circle in the image?,yes,./data/train/images/263.png
2577,does the image not contain a black shape?,no,./data/train/images/263.png
2578,is there a gray shape in the image?,no,./data/train/images/263.png
2579,is a red shape present?,no,./data/train/images/263.png
2580,does the image not contain a yellow shape?,yes,./data/train/images/263.png
2581,is a brown shape present?,no,./data/train/images/263.png
2582,what shape does the image contain?,rectangle,./data/train/images/264.png
2583,what is the black shape?,rectangle,./data/train/images/264.png
2584,what is the color of the rectangle?,black,./data/train/images/264.png
2585,what is the color of the shape?,black,./data/train/images/264.png
2586,is there a rectangle?,yes,./data/train/images/264.png
2587,is no circle present?,yes,./data/train/images/264.png
2588,is there a red shape in the image?,no,./data/train/images/264.png
2589,does the image contain a red shape?,no,./data/train/images/264.png
2590,does the image not contain a red shape?,yes,./data/train/images/264.png
2591,is a green shape present?,no,./data/train/images/264.png
2592,is there a blue shape in the image?,no,./data/train/images/264.png
2593,is there not a blue shape?,yes,./data/train/images/264.png
2594,is no blue shape present?,yes,./data/train/images/264.png
2595,does the image not contain a brown shape?,yes,./data/train/images/264.png
2596,what shape is present?,triangle,./data/train/images/265.png
2597,what color is the shape?,red,./data/train/images/265.png
2598,is a rectangle present?,no,./data/train/images/265.png
2599,is there a circle in the image?,no,./data/train/images/265.png
2600,is there not a circle in the image?,yes,./data/train/images/265.png
2601,is no circle present?,yes,./data/train/images/265.png
2602,does the image contain a gray shape?,no,./data/train/images/265.png
2603,is there a red shape in the image?,yes,./data/train/images/265.png
2604,is there a blue shape in the image?,no,./data/train/images/265.png
2605,is no blue shape present?,yes,./data/train/images/265.png
2606,is there a teal shape?,no,./data/train/images/265.png
2607,what is the black shape?,circle,./data/train/images/266.png
2608,does the image not contain a rectangle?,yes,./data/train/images/266.png
2609,is there a black shape in the image?,yes,./data/train/images/266.png
2610,is there a gray shape?,no,./data/train/images/266.png
2611,is a red shape present?,no,./data/train/images/266.png
2612,is there a green shape?,no,./data/train/images/266.png
2613,does the image not contain a brown shape?,yes,./data/train/images/266.png
2614,what shape is in the image?,triangle,./data/train/images/267.png
2615,what color is the shape?,yellow,./data/train/images/267.png
2616,is there not a rectangle in the image?,yes,./data/train/images/267.png
2617,does the image not contain a rectangle?,yes,./data/train/images/267.png
2618,is there a circle in the image?,no,./data/train/images/267.png
2619,does the image not contain a black shape?,yes,./data/train/images/267.png
2620,is there a gray shape?,no,./data/train/images/267.png
2621,is no gray shape present?,yes,./data/train/images/267.png
2622,is there not a blue shape?,yes,./data/train/images/267.png
2623,does the image not contain a yellow shape?,no,./data/train/images/267.png
2624,does the image not contain a brown shape?,yes,./data/train/images/267.png
2625,what shape is present?,circle,./data/train/images/268.png
2626,what is the black shape?,circle,./data/train/images/268.png
2627,what color is the shape?,black,./data/train/images/268.png
2628,what is the color of the shape?,black,./data/train/images/268.png
2629,does the image not contain a triangle?,yes,./data/train/images/268.png
2630,is no triangle present?,yes,./data/train/images/268.png
2631,is a gray shape present?,no,./data/train/images/268.png
2632,does the image not contain a red shape?,yes,./data/train/images/268.png
2633,is there not a blue shape?,yes,./data/train/images/268.png
2634,is there a teal shape?,no,./data/train/images/268.png
2635,what shape is in the image?,triangle,./data/train/images/269.png
2636,what shape does the image contain?,triangle,./data/train/images/269.png
2637,what is the color of the triangle?,green,./data/train/images/269.png
2638,is there a circle?,no,./data/train/images/269.png
2639,does the image contain a circle?,no,./data/train/images/269.png
2640,is there a black shape?,no,./data/train/images/269.png
2641,is there a black shape in the image?,no,./data/train/images/269.png
2642,is there not a black shape in the image?,yes,./data/train/images/269.png
2643,is a teal shape present?,no,./data/train/images/269.png
2644,is there not a teal shape in the image?,yes,./data/train/images/269.png
2645,what shape is in the image?,triangle,./data/train/images/270.png
2646,is there not a circle in the image?,yes,./data/train/images/270.png
2647,does the image not contain a circle?,yes,./data/train/images/270.png
2648,what shape is present?,triangle,./data/train/images/271.png
2649,is there not a rectangle?,yes,./data/train/images/271.png
2650,is no rectangle present?,yes,./data/train/images/271.png
2651,is there a circle?,no,./data/train/images/271.png
2652,is there not a circle in the image?,yes,./data/train/images/271.png
2653,is there a black shape?,no,./data/train/images/271.png
2654,does the image not contain a red shape?,yes,./data/train/images/271.png
2655,is there a green shape?,yes,./data/train/images/271.png
2656,is a blue shape present?,no,./data/train/images/271.png
2657,is there not a blue shape?,yes,./data/train/images/271.png
2658,does the image not contain a blue shape?,yes,./data/train/images/271.png
2659,is there a yellow shape in the image?,no,./data/train/images/271.png
2660,does the image contain a teal shape?,no,./data/train/images/271.png
2661,does the image contain a brown shape?,no,./data/train/images/271.png
2662,what shape does the image contain?,circle,./data/train/images/272.png
2663,what is the color of the circle?,yellow,./data/train/images/272.png
2664,what color is the shape?,yellow,./data/train/images/272.png
2665,is there a triangle?,no,./data/train/images/272.png
2666,is there not a triangle in the image?,yes,./data/train/images/272.png
2667,is no gray shape present?,yes,./data/train/images/272.png
2668,is no red shape present?,yes,./data/train/images/272.png
2669,is there a green shape?,no,./data/train/images/272.png
2670,is a yellow shape present?,yes,./data/train/images/272.png
2671,is there not a yellow shape in the image?,no,./data/train/images/272.png
2672,what is the yellow shape?,circle,./data/train/images/273.png
2673,what is the color of the circle?,yellow,./data/train/images/273.png
2674,what color is the shape?,yellow,./data/train/images/273.png
2675,what is the color of the shape?,yellow,./data/train/images/273.png
2676,is a rectangle present?,no,./data/train/images/273.png
2677,does the image contain a circle?,yes,./data/train/images/273.png
2678,is there a black shape?,no,./data/train/images/273.png
2679,is a green shape present?,no,./data/train/images/273.png
2680,does the image not contain a green shape?,yes,./data/train/images/273.png
2681,is there a blue shape in the image?,no,./data/train/images/273.png
2682,is a yellow shape present?,yes,./data/train/images/273.png
2683,is there not a brown shape?,yes,./data/train/images/273.png
2684,what shape is present?,rectangle,./data/train/images/274.png
2685,what shape does the image contain?,rectangle,./data/train/images/274.png
2686,what is the black shape?,rectangle,./data/train/images/274.png
2687,what color is the rectangle?,black,./data/train/images/274.png
2688,what is the color of the rectangle?,black,./data/train/images/274.png
2689,what color is the shape?,black,./data/train/images/274.png
2690,what is the color of the shape?,black,./data/train/images/274.png
2691,does the image contain a rectangle?,yes,./data/train/images/274.png
2692,does the image not contain a circle?,yes,./data/train/images/274.png
2693,is there not a triangle in the image?,yes,./data/train/images/274.png
2694,is there a black shape?,yes,./data/train/images/274.png
2695,is there a gray shape in the image?,no,./data/train/images/274.png
2696,does the image contain a gray shape?,no,./data/train/images/274.png
2697,is there a teal shape in the image?,no,./data/train/images/274.png
2698,does the image contain a teal shape?,no,./data/train/images/274.png
2699,is a teal shape present?,no,./data/train/images/274.png
2700,what is the blue shape?,triangle,./data/train/images/275.png
2701,what color is the triangle?,blue,./data/train/images/275.png
2702,what is the color of the triangle?,blue,./data/train/images/275.png
2703,is there a circle?,no,./data/train/images/275.png
2704,is there not a circle in the image?,yes,./data/train/images/275.png
2705,does the image not contain a circle?,yes,./data/train/images/275.png
2706,does the image contain a red shape?,no,./data/train/images/275.png
2707,what color is the circle?,teal,./data/train/images/276.png
2708,what is the color of the circle?,teal,./data/train/images/276.png
2709,what is the color of the shape?,teal,./data/train/images/276.png
2710,does the image contain a rectangle?,no,./data/train/images/276.png
2711,does the image contain a black shape?,no,./data/train/images/276.png
2712,is there not a gray shape in the image?,yes,./data/train/images/276.png
2713,is there a blue shape?,no,./data/train/images/276.png
2714,does the image contain a blue shape?,no,./data/train/images/276.png
2715,is there a yellow shape in the image?,no,./data/train/images/276.png
2716,does the image not contain a yellow shape?,yes,./data/train/images/276.png
2717,is there not a teal shape in the image?,no,./data/train/images/276.png
2718,is there a brown shape?,no,./data/train/images/276.png
2719,is there not a brown shape?,yes,./data/train/images/276.png
2720,is there not a brown shape in the image?,yes,./data/train/images/276.png
2721,what shape is in the image?,circle,./data/train/images/277.png
2722,what shape does the image contain?,circle,./data/train/images/277.png
2723,what is the color of the circle?,red,./data/train/images/277.png
2724,what color is the shape?,red,./data/train/images/277.png
2725,does the image not contain a rectangle?,yes,./data/train/images/277.png
2726,is no red shape present?,no,./data/train/images/277.png
2727,is there a green shape in the image?,no,./data/train/images/277.png
2728,is there not a green shape?,yes,./data/train/images/277.png
2729,is there not a blue shape?,yes,./data/train/images/277.png
2730,is there not a yellow shape?,yes,./data/train/images/277.png
2731,is there a teal shape in the image?,no,./data/train/images/277.png
